norma_id,norma,escala,tipo,uso,parametro_id,parametro,minimo,maximo,umbral_ligero,umbral_severo,unidad,expresado_como,tipo_de_valor,condicion,nota,cita
d831_t2,"Ley 24.051 · Dto. 831/93, anexo II, tabla 2",Nacional · Argentina,Nivel guía (Ley 24.051),acuatica,al,Aluminio,,,,,mg/L,,salud,"0,005 o 0,1 mg/L según pH, Ca y COD","5 µg/l con pH < 6,5, Ca²⁺ < 4 mg/l y COD < 2 mg/l; 100 µg/l con pH ≥ 6,5, Ca²⁺ ≥ 4 mg/l y COD ≥ 2 mg/l (nota 2 de la tabla 2).","Decreto 831/93, anexo II, tabla 2: Niveles guía de calidad de agua para protección de vida acuática. Agua dulce superficial."
d831_t2,"Ley 24.051 · Dto. 831/93, anexo II, tabla 2",Nacional · Argentina,Nivel guía (Ley 24.051),acuatica,nh4,Amonio,,1.37,,,mg/L,NH4,salud,,"«Amonio (total)» 1.370 µg/l. El decreto no aclara la forma; se compara como NH₄⁺.","Decreto 831/93, anexo II, tabla 2: Niveles guía de calidad de agua para protección de vida acuática. Agua dulce superficial."
d831_t2,"Ley 24.051 · Dto. 831/93, anexo II, tabla 2",Nacional · Argentina,Nivel guía (Ley 24.051),acuatica,sb,Antimonio,,0.016,,,mg/L,,salud,,,"Decreto 831/93, anexo II, tabla 2: Niveles guía de calidad de agua para protección de vida acuática. Agua dulce superficial."
d831_t2,"Ley 24.051 · Dto. 831/93, anexo II, tabla 2",Nacional · Argentina,Nivel guía (Ley 24.051),acuatica,as,Arsénico,,0.05,,,mg/L,,salud,,,"Decreto 831/93, anexo II, tabla 2: Niveles guía de calidad de agua para protección de vida acuática. Agua dulce superficial."
d831_t2,"Ley 24.051 · Dto. 831/93, anexo II, tabla 2",Nacional · Argentina,Nivel guía (Ley 24.051),acuatica,b,Boro,,0.75,,,mg/L,,salud,,,"Decreto 831/93, anexo II, tabla 2: Niveles guía de calidad de agua para protección de vida acuática. Agua dulce superficial."
d831_t2,"Ley 24.051 · Dto. 831/93, anexo II, tabla 2",Nacional · Argentina,Nivel guía (Ley 24.051),acuatica,cd,Cadmio,,,,,mg/L,,salud,"Según dureza: 0.0002 / 0.0008 / 0.0013 / 0.0018 mg/L para 0–60, 60–120, 120–180 y >180 mg/L CaCO3","Depende de la dureza (mg/l CaCO₃): 0–60, 60–120, 120–180 y > 180 (notas de la tabla 2).","Decreto 831/93, anexo II, tabla 2: Niveles guía de calidad de agua para protección de vida acuática. Agua dulce superficial."
d831_t2,"Ley 24.051 · Dto. 831/93, anexo II, tabla 2",Nacional · Argentina,Nivel guía (Ley 24.051),acuatica,cn,Cianuro,,0.005,,,mg/L,,salud,,"Como cianuro libre. Si el laboratorio informó cianuro total, la comparación es conservadora.","Decreto 831/93, anexo II, tabla 2: Niveles guía de calidad de agua para protección de vida acuática. Agua dulce superficial."
d831_t2,"Ley 24.051 · Dto. 831/93, anexo II, tabla 2",Nacional · Argentina,Nivel guía (Ley 24.051),acuatica,zn,Cinc,,0.03,,,mg/L,,salud,,,"Decreto 831/93, anexo II, tabla 2: Niveles guía de calidad de agua para protección de vida acuática. Agua dulce superficial."
d831_t2,"Ley 24.051 · Dto. 831/93, anexo II, tabla 2",Nacional · Argentina,Nivel guía (Ley 24.051),acuatica,cu,Cobre,,,,,mg/L,,salud,"Según dureza: 0.002 / 0.002 / 0.003 / 0.004 mg/L para 0–60, 60–120, 120–180 y >180 mg/L CaCO3","Depende de la dureza (mg/l CaCO₃): 0–60, 60–120, 120–180 y > 180 (notas de la tabla 2).","Decreto 831/93, anexo II, tabla 2: Niveles guía de calidad de agua para protección de vida acuática. Agua dulce superficial."
d831_t2,"Ley 24.051 · Dto. 831/93, anexo II, tabla 2",Nacional · Argentina,Nivel guía (Ley 24.051),acuatica,cr,Cromo total,,0.002,,,mg/L,,salud,,"2 µg/l para protección de la vida acuática incluido fito y zooplancton; 20 µg/l sólo para peces (nota 7).","Decreto 831/93, anexo II, tabla 2: Niveles guía de calidad de agua para protección de vida acuática. Agua dulce superficial."
d831_t2,"Ley 24.051 · Dto. 831/93, anexo II, tabla 2",Nacional · Argentina,Nivel guía (Ley 24.051),acuatica,hg,Mercurio,,0.0001,,,mg/L,,salud,,,"Decreto 831/93, anexo II, tabla 2: Niveles guía de calidad de agua para protección de vida acuática. Agua dulce superficial."
d831_t2,"Ley 24.051 · Dto. 831/93, anexo II, tabla 2",Nacional · Argentina,Nivel guía (Ley 24.051),acuatica,ni,Níquel,,,,,mg/L,,salud,"Según dureza: 0.025 / 0.065 / 0.11 / 0.15 mg/L para 0–60, 60–120, 120–180 y >180 mg/L CaCO3","Depende de la dureza (mg/l CaCO₃): 0–60, 60–120, 120–180 y > 180 (notas de la tabla 2).","Decreto 831/93, anexo II, tabla 2: Niveles guía de calidad de agua para protección de vida acuática. Agua dulce superficial."
d831_t2,"Ley 24.051 · Dto. 831/93, anexo II, tabla 2",Nacional · Argentina,Nivel guía (Ley 24.051),acuatica,pb,Plomo,,,,,mg/L,,salud,"Según dureza: 0.001 / 0.002 / 0.004 / 0.007 mg/L para 0–60, 60–120, 120–180 y >180 mg/L CaCO3","Depende de la dureza (mg/l CaCO₃): 0–60, 60–120, 120–180 y > 180 (notas de la tabla 2).","Decreto 831/93, anexo II, tabla 2: Niveles guía de calidad de agua para protección de vida acuática. Agua dulce superficial."
d831_t2,"Ley 24.051 · Dto. 831/93, anexo II, tabla 2",Nacional · Argentina,Nivel guía (Ley 24.051),acuatica,se,Selenio,,0.001,,,mg/L,,salud,,,"Decreto 831/93, anexo II, tabla 2: Niveles guía de calidad de agua para protección de vida acuática. Agua dulce superficial."
d831_t2,"Ley 24.051 · Dto. 831/93, anexo II, tabla 2",Nacional · Argentina,Nivel guía (Ley 24.051),acuatica,mn,Manganeso,,0.1,,,mg/L,,salud,,,"Decreto 831/93, anexo II, tabla 2: Niveles guía de calidad de agua para protección de vida acuática. Agua dulce superficial."
d831_t2,"Ley 24.051 · Dto. 831/93, anexo II, tabla 2",Nacional · Argentina,Nivel guía (Ley 24.051),acuatica,u,Uranio,,0.02,,,mg/L,,salud,,,"Decreto 831/93, anexo II, tabla 2: Niveles guía de calidad de agua para protección de vida acuática. Agua dulce superficial."
d831_t2,"Ley 24.051 · Dto. 831/93, anexo II, tabla 2",Nacional · Argentina,Nivel guía (Ley 24.051),acuatica,v,Vanadio,,0.1,,,mg/L,,salud,,,"Decreto 831/93, anexo II, tabla 2: Niveles guía de calidad de agua para protección de vida acuática. Agua dulce superficial."
l24585_t2,"Ley 24.585 (Código de Minería), anexo IV, tabla 2",Nacional · Argentina (actividad minera),Nivel guía (Ley 24.585),acuatica,al,Aluminio,,,,,mg/L,,salud,"0,005 o 0,1 mg/L según pH, Ca y COD","5 µg/l con pH < 6,5, Ca²⁺ < 4 mg/l y COD < 2 mg/l; 100 µg/l con pH ≥ 6,5, Ca²⁺ ≥ 4 mg/l y COD ≥ 2 mg/l (nota 2 de la tabla 2).","Ley 24.585, anexo IV, tabla 2: protección de vida acuática, agua dulce superficial."
l24585_t2,"Ley 24.585 (Código de Minería), anexo IV, tabla 2",Nacional · Argentina (actividad minera),Nivel guía (Ley 24.585),acuatica,nh4,Amonio,,1.37,,,mg/L,NH4,salud,,"«Amonio (total)» 1.370 µg/l. El decreto no aclara la forma; se compara como NH₄⁺.","Ley 24.585, anexo IV, tabla 2: protección de vida acuática, agua dulce superficial."
l24585_t2,"Ley 24.585 (Código de Minería), anexo IV, tabla 2",Nacional · Argentina (actividad minera),Nivel guía (Ley 24.585),acuatica,sb,Antimonio,,0.016,,,mg/L,,salud,,,"Ley 24.585, anexo IV, tabla 2: protección de vida acuática, agua dulce superficial."
l24585_t2,"Ley 24.585 (Código de Minería), anexo IV, tabla 2",Nacional · Argentina (actividad minera),Nivel guía (Ley 24.585),acuatica,as,Arsénico,,0.05,,,mg/L,,salud,,,"Ley 24.585, anexo IV, tabla 2: protección de vida acuática, agua dulce superficial."
l24585_t2,"Ley 24.585 (Código de Minería), anexo IV, tabla 2",Nacional · Argentina (actividad minera),Nivel guía (Ley 24.585),acuatica,b,Boro,,0.75,,,mg/L,,salud,,,"Ley 24.585, anexo IV, tabla 2: protección de vida acuática, agua dulce superficial."
l24585_t2,"Ley 24.585 (Código de Minería), anexo IV, tabla 2",Nacional · Argentina (actividad minera),Nivel guía (Ley 24.585),acuatica,cd,Cadmio,,,,,mg/L,,salud,"Según dureza: 0.0002 / 0.0008 / 0.0013 / 0.0018 mg/L para 0–60, 60–120, 120–180 y >180 mg/L CaCO3","Depende de la dureza (mg/l CaCO₃): 0–60, 60–120, 120–180 y > 180 (notas de la tabla 2).","Ley 24.585, anexo IV, tabla 2: protección de vida acuática, agua dulce superficial."
l24585_t2,"Ley 24.585 (Código de Minería), anexo IV, tabla 2",Nacional · Argentina (actividad minera),Nivel guía (Ley 24.585),acuatica,cn,Cianuro,,0.005,,,mg/L,,salud,,"Como cianuro libre. Si el laboratorio informó cianuro total, la comparación es conservadora.","Ley 24.585, anexo IV, tabla 2: protección de vida acuática, agua dulce superficial."
l24585_t2,"Ley 24.585 (Código de Minería), anexo IV, tabla 2",Nacional · Argentina (actividad minera),Nivel guía (Ley 24.585),acuatica,zn,Cinc,,0.03,,,mg/L,,salud,,,"Ley 24.585, anexo IV, tabla 2: protección de vida acuática, agua dulce superficial."
l24585_t2,"Ley 24.585 (Código de Minería), anexo IV, tabla 2",Nacional · Argentina (actividad minera),Nivel guía (Ley 24.585),acuatica,cu,Cobre,,,,,mg/L,,salud,"Según dureza: 0.002 / 0.002 / 0.003 / 0.004 mg/L para 0–60, 60–120, 120–180 y >180 mg/L CaCO3","Depende de la dureza (mg/l CaCO₃): 0–60, 60–120, 120–180 y > 180 (notas de la tabla 2).","Ley 24.585, anexo IV, tabla 2: protección de vida acuática, agua dulce superficial."
l24585_t2,"Ley 24.585 (Código de Minería), anexo IV, tabla 2",Nacional · Argentina (actividad minera),Nivel guía (Ley 24.585),acuatica,cr,Cromo total,,0.002,,,mg/L,,salud,,"2 µg/l para protección de la vida acuática incluido fito y zooplancton; 20 µg/l sólo para peces (nota 7).","Ley 24.585, anexo IV, tabla 2: protección de vida acuática, agua dulce superficial."
l24585_t2,"Ley 24.585 (Código de Minería), anexo IV, tabla 2",Nacional · Argentina (actividad minera),Nivel guía (Ley 24.585),acuatica,hg,Mercurio,,0.0001,,,mg/L,,salud,,,"Ley 24.585, anexo IV, tabla 2: protección de vida acuática, agua dulce superficial."
l24585_t2,"Ley 24.585 (Código de Minería), anexo IV, tabla 2",Nacional · Argentina (actividad minera),Nivel guía (Ley 24.585),acuatica,ni,Níquel,,,,,mg/L,,salud,"Según dureza: 0.025 / 0.065 / 0.11 / 0.15 mg/L para 0–60, 60–120, 120–180 y >180 mg/L CaCO3","Depende de la dureza (mg/l CaCO₃): 0–60, 60–120, 120–180 y > 180 (notas de la tabla 2).","Ley 24.585, anexo IV, tabla 2: protección de vida acuática, agua dulce superficial."
l24585_t2,"Ley 24.585 (Código de Minería), anexo IV, tabla 2",Nacional · Argentina (actividad minera),Nivel guía (Ley 24.585),acuatica,pb,Plomo,,,,,mg/L,,salud,"Según dureza: 0.001 / 0.002 / 0.004 / 0.007 mg/L para 0–60, 60–120, 120–180 y >180 mg/L CaCO3","Depende de la dureza (mg/l CaCO₃): 0–60, 60–120, 120–180 y > 180 (notas de la tabla 2).","Ley 24.585, anexo IV, tabla 2: protección de vida acuática, agua dulce superficial."
l24585_t2,"Ley 24.585 (Código de Minería), anexo IV, tabla 2",Nacional · Argentina (actividad minera),Nivel guía (Ley 24.585),acuatica,se,Selenio,,0.001,,,mg/L,,salud,,,"Ley 24.585, anexo IV, tabla 2: protección de vida acuática, agua dulce superficial."
l24585_t2,"Ley 24.585 (Código de Minería), anexo IV, tabla 2",Nacional · Argentina (actividad minera),Nivel guía (Ley 24.585),acuatica,mn,Manganeso,,0.1,,,mg/L,,salud,,,"Ley 24.585, anexo IV, tabla 2: protección de vida acuática, agua dulce superficial."
l24585_t2,"Ley 24.585 (Código de Minería), anexo IV, tabla 2",Nacional · Argentina (actividad minera),Nivel guía (Ley 24.585),acuatica,u,Uranio,,0.02,,,mg/L,,salud,,,"Ley 24.585, anexo IV, tabla 2: protección de vida acuática, agua dulce superficial."
l24585_t2,"Ley 24.585 (Código de Minería), anexo IV, tabla 2",Nacional · Argentina (actividad minera),Nivel guía (Ley 24.585),acuatica,v,Vanadio,,0.1,,,mg/L,,salud,,,"Ley 24.585, anexo IV, tabla 2: protección de vida acuática, agua dulce superficial."
d831_t5,"Ley 24.051 · Dto. 831/93, anexo II, tabla 5",Nacional · Argentina,Nivel guía (Ley 24.051),riego,al,Aluminio,,5,,,mg/L,,salud,,,"Decreto 831/93, anexo II, tabla 5: Niveles guía de calidad de agua para irrigación."
d831_t5,"Ley 24.051 · Dto. 831/93, anexo II, tabla 5",Nacional · Argentina,Nivel guía (Ley 24.051),riego,as,Arsénico,,0.1,,,mg/L,,salud,,,"Decreto 831/93, anexo II, tabla 5: Niveles guía de calidad de agua para irrigación."
d831_t5,"Ley 24.051 · Dto. 831/93, anexo II, tabla 5",Nacional · Argentina,Nivel guía (Ley 24.051),riego,be,Berilio,,0.1,,,mg/L,,salud,,,"Decreto 831/93, anexo II, tabla 5: Niveles guía de calidad de agua para irrigación."
d831_t5,"Ley 24.051 · Dto. 831/93, anexo II, tabla 5",Nacional · Argentina,Nivel guía (Ley 24.051),riego,b,Boro,,0.5,,,mg/L,,salud,,,"Decreto 831/93, anexo II, tabla 5: Niveles guía de calidad de agua para irrigación."
d831_t5,"Ley 24.051 · Dto. 831/93, anexo II, tabla 5",Nacional · Argentina,Nivel guía (Ley 24.051),riego,cd,Cadmio,,0.01,,,mg/L,,salud,,,"Decreto 831/93, anexo II, tabla 5: Niveles guía de calidad de agua para irrigación."
d831_t5,"Ley 24.051 · Dto. 831/93, anexo II, tabla 5",Nacional · Argentina,Nivel guía (Ley 24.051),riego,zn,Cinc,,2,,,mg/L,,salud,,,"Decreto 831/93, anexo II, tabla 5: Niveles guía de calidad de agua para irrigación."
d831_t5,"Ley 24.051 · Dto. 831/93, anexo II, tabla 5",Nacional · Argentina,Nivel guía (Ley 24.051),riego,co,Cobalto,,0.05,,,mg/L,,salud,,,"Decreto 831/93, anexo II, tabla 5: Niveles guía de calidad de agua para irrigación."
d831_t5,"Ley 24.051 · Dto. 831/93, anexo II, tabla 5",Nacional · Argentina,Nivel guía (Ley 24.051),riego,cu,Cobre,,0.2,,,mg/L,,salud,,,"Decreto 831/93, anexo II, tabla 5: Niveles guía de calidad de agua para irrigación."
d831_t5,"Ley 24.051 · Dto. 831/93, anexo II, tabla 5",Nacional · Argentina,Nivel guía (Ley 24.051),riego,cr,Cromo total,,0.1,,,mg/L,,salud,,,"Decreto 831/93, anexo II, tabla 5: Niveles guía de calidad de agua para irrigación."
d831_t5,"Ley 24.051 · Dto. 831/93, anexo II, tabla 5",Nacional · Argentina,Nivel guía (Ley 24.051),riego,f,Fluoruro,,1,,,mg/L,,salud,,,"Decreto 831/93, anexo II, tabla 5: Niveles guía de calidad de agua para irrigación."
d831_t5,"Ley 24.051 · Dto. 831/93, anexo II, tabla 5",Nacional · Argentina,Nivel guía (Ley 24.051),riego,fe,Hierro,,5,,,mg/L,,salud,,,"Decreto 831/93, anexo II, tabla 5: Niveles guía de calidad de agua para irrigación."
d831_t5,"Ley 24.051 · Dto. 831/93, anexo II, tabla 5",Nacional · Argentina,Nivel guía (Ley 24.051),riego,li,Litio,,2.5,,,mg/L,,salud,,,"Decreto 831/93, anexo II, tabla 5: Niveles guía de calidad de agua para irrigación."
d831_t5,"Ley 24.051 · Dto. 831/93, anexo II, tabla 5",Nacional · Argentina,Nivel guía (Ley 24.051),riego,mn,Manganeso,,0.2,,,mg/L,,salud,,,"Decreto 831/93, anexo II, tabla 5: Niveles guía de calidad de agua para irrigación."
d831_t5,"Ley 24.051 · Dto. 831/93, anexo II, tabla 5",Nacional · Argentina,Nivel guía (Ley 24.051),riego,mo,Molibdeno,,0.01,,,mg/L,,salud,,,"Decreto 831/93, anexo II, tabla 5: Niveles guía de calidad de agua para irrigación."
d831_t5,"Ley 24.051 · Dto. 831/93, anexo II, tabla 5",Nacional · Argentina,Nivel guía (Ley 24.051),riego,ni,Níquel,,0.2,,,mg/L,,salud,,,"Decreto 831/93, anexo II, tabla 5: Niveles guía de calidad de agua para irrigación."
d831_t5,"Ley 24.051 · Dto. 831/93, anexo II, tabla 5",Nacional · Argentina,Nivel guía (Ley 24.051),riego,pb,Plomo,,0.2,,,mg/L,,salud,,,"Decreto 831/93, anexo II, tabla 5: Niveles guía de calidad de agua para irrigación."
d831_t5,"Ley 24.051 · Dto. 831/93, anexo II, tabla 5",Nacional · Argentina,Nivel guía (Ley 24.051),riego,se,Selenio,,0.02,,,mg/L,,salud,,,"Decreto 831/93, anexo II, tabla 5: Niveles guía de calidad de agua para irrigación."
d831_t5,"Ley 24.051 · Dto. 831/93, anexo II, tabla 5",Nacional · Argentina,Nivel guía (Ley 24.051),riego,u,Uranio,,0.01,,,mg/L,,salud,,,"Decreto 831/93, anexo II, tabla 5: Niveles guía de calidad de agua para irrigación."
d831_t5,"Ley 24.051 · Dto. 831/93, anexo II, tabla 5",Nacional · Argentina,Nivel guía (Ley 24.051),riego,v,Vanadio,,0.1,,,mg/L,,salud,,,"Decreto 831/93, anexo II, tabla 5: Niveles guía de calidad de agua para irrigación."
l24585_t5,"Ley 24.585 (Código de Minería), anexo IV, tabla 5",Nacional · Argentina (actividad minera),Nivel guía (Ley 24.585),riego,al,Aluminio,,5,,,mg/L,,salud,,,"Ley 24.585, anexo IV, tabla 5: irrigación."
l24585_t5,"Ley 24.585 (Código de Minería), anexo IV, tabla 5",Nacional · Argentina (actividad minera),Nivel guía (Ley 24.585),riego,as,Arsénico,,0.1,,,mg/L,,salud,,,"Ley 24.585, anexo IV, tabla 5: irrigación."
l24585_t5,"Ley 24.585 (Código de Minería), anexo IV, tabla 5",Nacional · Argentina (actividad minera),Nivel guía (Ley 24.585),riego,be,Berilio,,0.1,,,mg/L,,salud,,,"Ley 24.585, anexo IV, tabla 5: irrigación."
l24585_t5,"Ley 24.585 (Código de Minería), anexo IV, tabla 5",Nacional · Argentina (actividad minera),Nivel guía (Ley 24.585),riego,b,Boro,,0.5,,,mg/L,,salud,,,"Ley 24.585, anexo IV, tabla 5: irrigación."
l24585_t5,"Ley 24.585 (Código de Minería), anexo IV, tabla 5",Nacional · Argentina (actividad minera),Nivel guía (Ley 24.585),riego,cd,Cadmio,,0.01,,,mg/L,,salud,,,"Ley 24.585, anexo IV, tabla 5: irrigación."
l24585_t5,"Ley 24.585 (Código de Minería), anexo IV, tabla 5",Nacional · Argentina (actividad minera),Nivel guía (Ley 24.585),riego,zn,Cinc,,2,,,mg/L,,salud,,,"Ley 24.585, anexo IV, tabla 5: irrigación."
l24585_t5,"Ley 24.585 (Código de Minería), anexo IV, tabla 5",Nacional · Argentina (actividad minera),Nivel guía (Ley 24.585),riego,co,Cobalto,,0.05,,,mg/L,,salud,,,"Ley 24.585, anexo IV, tabla 5: irrigación."
l24585_t5,"Ley 24.585 (Código de Minería), anexo IV, tabla 5",Nacional · Argentina (actividad minera),Nivel guía (Ley 24.585),riego,cu,Cobre,,0.2,,,mg/L,,salud,,,"Ley 24.585, anexo IV, tabla 5: irrigación."
l24585_t5,"Ley 24.585 (Código de Minería), anexo IV, tabla 5",Nacional · Argentina (actividad minera),Nivel guía (Ley 24.585),riego,cr,Cromo total,,0.1,,,mg/L,,salud,,,"Ley 24.585, anexo IV, tabla 5: irrigación."
l24585_t5,"Ley 24.585 (Código de Minería), anexo IV, tabla 5",Nacional · Argentina (actividad minera),Nivel guía (Ley 24.585),riego,f,Fluoruro,,1,,,mg/L,,salud,,,"Ley 24.585, anexo IV, tabla 5: irrigación."
l24585_t5,"Ley 24.585 (Código de Minería), anexo IV, tabla 5",Nacional · Argentina (actividad minera),Nivel guía (Ley 24.585),riego,fe,Hierro,,5,,,mg/L,,salud,,,"Ley 24.585, anexo IV, tabla 5: irrigación."
l24585_t5,"Ley 24.585 (Código de Minería), anexo IV, tabla 5",Nacional · Argentina (actividad minera),Nivel guía (Ley 24.585),riego,li,Litio,,2.5,,,mg/L,,salud,,,"Ley 24.585, anexo IV, tabla 5: irrigación."
l24585_t5,"Ley 24.585 (Código de Minería), anexo IV, tabla 5",Nacional · Argentina (actividad minera),Nivel guía (Ley 24.585),riego,mn,Manganeso,,0.2,,,mg/L,,salud,,,"Ley 24.585, anexo IV, tabla 5: irrigación."
l24585_t5,"Ley 24.585 (Código de Minería), anexo IV, tabla 5",Nacional · Argentina (actividad minera),Nivel guía (Ley 24.585),riego,mo,Molibdeno,,0.01,,,mg/L,,salud,,,"Ley 24.585, anexo IV, tabla 5: irrigación."
l24585_t5,"Ley 24.585 (Código de Minería), anexo IV, tabla 5",Nacional · Argentina (actividad minera),Nivel guía (Ley 24.585),riego,ni,Níquel,,0.2,,,mg/L,,salud,,,"Ley 24.585, anexo IV, tabla 5: irrigación."
l24585_t5,"Ley 24.585 (Código de Minería), anexo IV, tabla 5",Nacional · Argentina (actividad minera),Nivel guía (Ley 24.585),riego,pb,Plomo,,0.2,,,mg/L,,salud,,,"Ley 24.585, anexo IV, tabla 5: irrigación."
l24585_t5,"Ley 24.585 (Código de Minería), anexo IV, tabla 5",Nacional · Argentina (actividad minera),Nivel guía (Ley 24.585),riego,se,Selenio,,0.02,,,mg/L,,salud,,,"Ley 24.585, anexo IV, tabla 5: irrigación."
l24585_t5,"Ley 24.585 (Código de Minería), anexo IV, tabla 5",Nacional · Argentina (actividad minera),Nivel guía (Ley 24.585),riego,u,Uranio,,0.01,,,mg/L,,salud,,,"Ley 24.585, anexo IV, tabla 5: irrigación."
l24585_t5,"Ley 24.585 (Código de Minería), anexo IV, tabla 5",Nacional · Argentina (actividad minera),Nivel guía (Ley 24.585),riego,v,Vanadio,,0.1,,,mg/L,,salud,,,"Ley 24.585, anexo IV, tabla 5: irrigación."
fao29,"FAO · Ayers y Westcot, Water quality for agriculture (Estudio FAO Riego y Drenaje 29, rev. 1)",Internacional · FAO,Guía técnica (grados de restricción),riego,ce,Conductividad eléctrica,,,700,3000,µS/cm,,grado,,"Salinidad: < 0,7 dS/m sin restricción; 0,7–3,0 ligera a moderada; > 3,0 severa.","Ayers, R. S. y D. W. Westcot. 1985. Water quality for agriculture. FAO Irrigation and Drainage Paper 29 rev. 1. FAO, Roma. Tabla 1."
fao29,"FAO · Ayers y Westcot, Water quality for agriculture (Estudio FAO Riego y Drenaje 29, rev. 1)",Internacional · FAO,Guía técnica (grados de restricción),riego,sdt,Sólidos disueltos totales,,,450,2000,mg/L,,grado,,,"Ayers, R. S. y D. W. Westcot. 1985. Water quality for agriculture. FAO Irrigation and Drainage Paper 29 rev. 1. FAO, Roma. Tabla 1."
fao29,"FAO · Ayers y Westcot, Water quality for agriculture (Estudio FAO Riego y Drenaje 29, rev. 1)",Internacional · FAO,Guía técnica (grados de restricción),riego,sar,RAS (relación de adsorción de sodio),,,3,9,—,,grado,,Toxicidad por sodio en riego superficial (RAS). La infiltración (RAS con CE) va en «Iones y derivados».,"Ayers, R. S. y D. W. Westcot. 1985. Water quality for agriculture. FAO Irrigation and Drainage Paper 29 rev. 1. FAO, Roma. Tabla 1."
fao29,"FAO · Ayers y Westcot, Water quality for agriculture (Estudio FAO Riego y Drenaje 29, rev. 1)",Internacional · FAO,Guía técnica (grados de restricción),riego,cl,Cloruro,,,141.8,354.5,mg/L,,grado,,"4 y 10 meq/l, riego superficial. En aspersión: > 3 meq/l (106 mg/l) ya restringe.","Ayers, R. S. y D. W. Westcot. 1985. Water quality for agriculture. FAO Irrigation and Drainage Paper 29 rev. 1. FAO, Roma. Tabla 1."
fao29,"FAO · Ayers y Westcot, Water quality for agriculture (Estudio FAO Riego y Drenaje 29, rev. 1)",Internacional · FAO,Guía técnica (grados de restricción),riego,b,Boro,,,0.7,3,mg/L,,grado,,,"Ayers, R. S. y D. W. Westcot. 1985. Water quality for agriculture. FAO Irrigation and Drainage Paper 29 rev. 1. FAO, Roma. Tabla 1."
fao29,"FAO · Ayers y Westcot, Water quality for agriculture (Estudio FAO Riego y Drenaje 29, rev. 1)",Internacional · FAO,Guía técnica (grados de restricción),riego,no3,Nitrato,,,5,30,mg/L,N,grado,,"Nitrógeno como nitrato (NO₃-N); afecta cultivos sensibles.","Ayers, R. S. y D. W. Westcot. 1985. Water quality for agriculture. FAO Irrigation and Drainage Paper 29 rev. 1. FAO, Roma. Tabla 1."
fao29,"FAO · Ayers y Westcot, Water quality for agriculture (Estudio FAO Riego y Drenaje 29, rev. 1)",Internacional · FAO,Guía técnica (grados de restricción),riego,hco3,Bicarbonato,,,91.5,518.7,mg/L,,grado,,"1,5 y 8,5 meq/l; sólo aspersión sobre follaje.","Ayers, R. S. y D. W. Westcot. 1985. Water quality for agriculture. FAO Irrigation and Drainage Paper 29 rev. 1. FAO, Roma. Tabla 1."
fao29,"FAO · Ayers y Westcot, Water quality for agriculture (Estudio FAO Riego y Drenaje 29, rev. 1)",Internacional · FAO,Guía técnica (grados de restricción),riego,ph,pH,6.5,8.4,,,unid. pH,,operativo,,Rango normal.,"Ayers, R. S. y D. W. Westcot. 1985. Water quality for agriculture. FAO Irrigation and Drainage Paper 29 rev. 1. FAO, Roma. Tabla 1."
d831_t6,"Ley 24.051 · Dto. 831/93, anexo II, tabla 6",Nacional · Argentina,Nivel guía (Ley 24.051),ganado,al,Aluminio,,5,,,mg/L,,salud,,,"Decreto 831/93, anexo II, tabla 6: Niveles guía de calidad de agua para bebida de ganado."
d831_t6,"Ley 24.051 · Dto. 831/93, anexo II, tabla 6",Nacional · Argentina,Nivel guía (Ley 24.051),ganado,as,Arsénico,,0.5,,,mg/L,,salud,,,"Decreto 831/93, anexo II, tabla 6: Niveles guía de calidad de agua para bebida de ganado."
d831_t6,"Ley 24.051 · Dto. 831/93, anexo II, tabla 6",Nacional · Argentina,Nivel guía (Ley 24.051),ganado,be,Berilio,,0.1,,,mg/L,,salud,,,"Decreto 831/93, anexo II, tabla 6: Niveles guía de calidad de agua para bebida de ganado."
d831_t6,"Ley 24.051 · Dto. 831/93, anexo II, tabla 6",Nacional · Argentina,Nivel guía (Ley 24.051),ganado,b,Boro,,5,,,mg/L,,salud,,,"Decreto 831/93, anexo II, tabla 6: Niveles guía de calidad de agua para bebida de ganado."
d831_t6,"Ley 24.051 · Dto. 831/93, anexo II, tabla 6",Nacional · Argentina,Nivel guía (Ley 24.051),ganado,cd,Cadmio,,0.02,,,mg/L,,salud,,,"Decreto 831/93, anexo II, tabla 6: Niveles guía de calidad de agua para bebida de ganado."
d831_t6,"Ley 24.051 · Dto. 831/93, anexo II, tabla 6",Nacional · Argentina,Nivel guía (Ley 24.051),ganado,zn,Cinc,,0.05,,,mg/L,,salud,,"Valor impreso en el decreto: 50 µg/l. La fuente que cita (CCREM 1987) fija 50 mg/l para ganado, mil veces más: probable error de transcripción. Kenti compara con el valor impreso.","Decreto 831/93, anexo II, tabla 6: Niveles guía de calidad de agua para bebida de ganado."
d831_t6,"Ley 24.051 · Dto. 831/93, anexo II, tabla 6",Nacional · Argentina,Nivel guía (Ley 24.051),ganado,co,Cobalto,,1,,,mg/L,,salud,,,"Decreto 831/93, anexo II, tabla 6: Niveles guía de calidad de agua para bebida de ganado."
d831_t6,"Ley 24.051 · Dto. 831/93, anexo II, tabla 6",Nacional · Argentina,Nivel guía (Ley 24.051),ganado,cu,Cobre,,1,,,mg/L,,salud,,,"Decreto 831/93, anexo II, tabla 6: Niveles guía de calidad de agua para bebida de ganado."
